Start,Finish,Name of Conflict,Belligerents,Defeated,Part of,War link,Wider conflict link
1917,1917,Thái Nguyên uprising,French colonial empire,Vietnamese rebels,,https://en.wikipedia.org/wiki/Th%C3%A1i_Nguy%C3%AAn_uprising,
1917,1917,Polubotkivtsi Uprising,Russian Provisional\nGovernment,Ukrainian separatists,,https://en.wikipedia.org/wiki/Polubotkivtsi_Uprising,
1917,1917,Toplica insurrection,Kingdom of Bulgaria,Chetniks,,https://en.wikipedia.org/wiki/Toplica_insurrection,
1917,1918,1917 Kanak revolt,French colonial empire\nNew Caledonia,Kanak rebels,,https://en.wikipedia.org/wiki/1917_Kanak_revolt?action=edit&redlink=1,
1917,1917,Kornilov Affair,Russian Provisional\nGovernment,Soldiers under Lavr Kornilov,,https://en.wikipedia.org/wiki/Kornilov_Affair,
1917,1917,Green Corn Rebellion,United States,Anti-draft rebels,,https://en.wikipedia.org/wiki/Green_Corn_Rebellion,
1917,1917,October Revolution\nPart of Russian Civil War,Bolsheviks,Russian Provisional\nGovernment,,https://en.wikipedia.org/wiki/October_Revolution,
1917,1917,Kerensky–Krasnov uprising\nPart of Russian Civil War,Russian SFSR,Rebels under Alexander\nKerensky,,https://en.wikipedia.org/wiki/Kerensky%E2%80%93Krasnov_uprising,
,,nan,nan,nan,,,
1917,1922,Russian Civil War,"Victorious in Russia, Ukraine,\nGeorgia, Armenia, Azerbaijan,\nKazakhstan, and Mongolia:\nRussian SFSR\nOther Soviet republics\nMongolian People's Party\nVictorious in their\nrespective countries:\nKingdom of Finland\nRepublic of Estonia\nRepublic of Latvia\nRepublic of Lithuania\nSecond Polish Republic",White Movement\nCentral Powers (until\n1918):\nAustro-Hungarian\nEmpire\nGerman Empire\nOttoman Empire\nAllied Forces (from\n1918):\nCzechoslovakia\nRepublic of China\nFrance\nKingdom of Greece\nKingdom of Italy\nEmpire of Japan\nPoland\nKingdom of\nRomania\nKingdom of Serbia\nUnited Kingdom\nAustralia\nCanada\nUnited States\nOther combatants:\nRevolutionary\nInsurrectionary Army of\nUkraine\nUkrainian People's\nRepublic\nDemocratic\nRepublic of Georgia\nDemocratic\nRepublic of Armenia\nVarious pro-\nindependence\nmovements,,https://en.wikipedia.org/wiki/Russian_Civil_War,
1917,1922,Constitutional Protection\nMovement,Beiyang Government,Guangzhou Military\nGovernment,,https://en.wikipedia.org/wiki/Constitutional_Protection_Movement,https://en.wikipedia.org/wiki/Constitutional_Protection_Movement
1917,1921,Ukrainian War of Independence\nPart of World War I and Russian\nCivil War,Ukrainian SSR\nRussian SFSR,Ukrainian People's\nRepublic\nWest Ukrainian\nPeople's Republic\nWhite Movement,,https://en.wikipedia.org/wiki/Ukrainian_War_of_Independence,
1917,1949,Ngolok rebellions (1917–49),Republic of China,Ngolok tribesmen,,https://en.wikipedia.org/wiki/Ngolok_rebellions_(1917%E2%80%9349),
1918,1918,Operations against the Marri\nand Khetran tribes (1918)[67]\n,British Empire,Marri and Khetran tribesmen,instability on the\nNorth-West Frontier,https://en.wikipedia.org/wiki/Operations_against_the_Marri_and_Khetran_tribes_(1918),https://en.wikipedia.org/wiki/Operations_against_the_Marri_and_Khetran_tribes_(1918)
,,nan,nan,nan,,,
1918,1918,Adubi War,British Empire,Egba rebels,,https://en.wikipedia.org/wiki/Adubi_War,
1918,1922,Simko Shikak revolt (1918–22),Iran\nQajars (1919–1921)\nPahlavis (1921–1922),Rebels\nIrregular Kurdish militias\nOttoman soldiers and\nmercenaries,,https://en.wikipedia.org/wiki/Simko_Shikak_revolt_(1918%E2%80%9322),
1918,1918,Judenburg mutiny\nPart of World War I,Austria-Hungary,17th Infantry Regiment,,https://en.wikipedia.org/wiki/Judenburg_mutiny,
1918,1918,Cattaro Mutiny\nPart of World War I,Austria-Hungary,Elements of the Austro-\nHungarian Navy,,https://en.wikipedia.org/wiki/Cattaro_Mutiny,
1918,1918,Aster Revolution\nPart of World War I,Hungarian National Council,Austria-Hungary,,https://en.wikipedia.org/wiki/Aster_Revolution,
1918,1918,Radomir Rebellion\nPart of World War I,Kingdom of Bulgaria,Bulgarian Agrarian National\nUnion,,https://en.wikipedia.org/wiki/Aleksandar_Stamboliyski#Radomir_Rebellion_(1918),
1918,1918,Left SR uprising\n,Russian SFSR,Left Socialist Revolutionary\nParty,Russian Civil War,https://en.wikipedia.org/wiki/Left_SR_uprising,
1918,1918,Finnish Civil War,Finnish White Guards\nGerman Empire,Finnish Red Guards\nRussian SFSR,,https://en.wikipedia.org/wiki/Finnish_Civil_War,
1918,1918,Georgian–Armenian War,First Republic of Armenia,Democratic Republic of\nGeorgia,,https://en.wikipedia.org/wiki/Georgian%E2%80%93Armenian_War,
1918,1958,Polish–Czechoslovak border\nconflicts,Second Polish Republic,First Czechoslovak\nRepublic (until 1938)\nSecond Czechoslovak\nRepublic (1938–1939)\nFirst Slovak Republic\n(1939–1945)\nThird Czechoslovak\nRepublic (1945–1948)\nCzechoslovak Socialist\nRepublic (1948–1958),,https://en.wikipedia.org/wiki/Polish%E2%80%93Czechoslovak_border_conflicts,https://en.wikipedia.org/wiki/Polish%E2%80%93Czechoslovak_border_conflicts
1918,1918,Internal conflict in the Banat\nRepublic,Banat Republic,"Serb National Council at\nTimișoara\nSerb National Council at\nPančevo\nTimișoara Citizens' Guard\n""Octobrists""\nGreen Cadres\nSocialist rebels\nRomanian rebels",,https://en.wikipedia.org/wiki/Banat_Republic#Internal_conflicts,https://en.wikipedia.org/wiki/Banat_Republic#Internal_conflicts
1918,1918,Serbian incursion into the Banat\nRepublic,Kingdom of Serbia,Banat Republic,,https://en.wikipedia.org/wiki/Banat_Republic#Serbian_incursion,https://en.wikipedia.org/wiki/Banat_Republic#Serbian_incursion
1918,1918,Viena expedition,Russian SFSR\nFinnish Red Guards\nUnited Kingdom,Finnish White Guards\nFinnish Jäger troops,,https://en.wikipedia.org/wiki/Viena_expedition,
1918,1918,First Pechenga expedition,Russian SFSR\nFinnish Red Guards\nMurmansk Legion,Finnish volunteers,,https://en.wikipedia.org/wiki/Pechenga_expeditions,
1918,1919,Austro-Slovene conflict in\nCarinthia,"State of Slovenes, Croats\nand Serbs\nKingdom of Yugoslavia",Republic of German-\nAustria,,https://en.wikipedia.org/wiki/Austro-Slovene_conflict_in_Carinthia,https://en.wikipedia.org/wiki/Austro-Slovene_conflict_in_Carinthia
1918,1919,German Revolution of 1918–19,Weimar Republic\nReichswehr\nSocial Democratic Party\nof Germany,Royalist Forces:\nGerman Empire\n(1918)\nImperial German Army,,https://en.wikipedia.org/wiki/German_Revolution_of_1918%E2%80%9319,
,,,,Communist Forces:\nBavarian Soviet\nRepublic\nSpartacus League\nGerman Communist\nmovements,,,
1918,1919,Greater Poland Uprising (1918–\n19),Poland,German Empire,,https://en.wikipedia.org/wiki/Greater_Poland_Uprising_(1918%E2%80%9319),https://en.wikipedia.org/wiki/Greater_Poland_Uprising_(1918%E2%80%9319)
1918,1919,Hungarian–Czechoslovak War,First Hungarian Republic\nHungarian Soviet Republic,First Czechoslovak\nRepublic,,https://en.wikipedia.org/wiki/Hungarian%E2%80%93Czechoslovak_War,
1918,1919,Polish–Ukrainian War\n,Poland,West Ukrainian People's\nRepublic,Ukrainian War of\nIndependence,https://en.wikipedia.org/wiki/Polish%E2%80%93Ukrainian_War,
1918,1920,Georgian–Ossetian conflict\n(1918–20)\n,Transcaucasian Democratic\nFederative Republic\nDemocratic Republic of\nGeorgia,Pro-Bolshevik Ossetian\nrebels,Russian Civil War,https://en.wikipedia.org/wiki/Georgian%E2%80%93Ossetian_conflict_(1918%E2%80%9320),https://en.wikipedia.org/wiki/Georgian%E2%80%93Ossetian_conflict_(1918%E2%80%9320)
1918,1919,Sochi conflict\n,White movement\nKuban-Black Sea Soviet\nRepublic,Democratic Republic of\nGeorgia,Russian Civil War,https://en.wikipedia.org/wiki/Sochi_conflict,
1918,1920,Armenian–Azerbaijani War\n,First Republic of Armenia\nRepublic of\nMountainous Armenia\nNagorno-Karabakh\nrebels\nBritish Empire (1918\nonly)\nCentrocaspian\nDictatorship (1918 only),Azerbaijan Democratic\nRepublic\nOttoman Empire\n(1918 only)\nRussian SFSR (from\nApril 1920)\nTurkish National\nMovement (from April\n1920),Russian Civil War,https://en.wikipedia.org/wiki/Armenian%E2%80%93Azerbaijani_war_(1918%E2%80%931920),
1918,1920,Estonian War of Independence\n,"Estonia\nWhite Russia\nLatvia\nUnited Kingdom\nIngria\nOber Ost\nFinnish, Swedish and\nDanish volunteers",Russian SFSR\nCommune of\nEstonia\nLatvian SSR,Russian Civil War,https://en.wikipedia.org/wiki/Estonian_War_of_Independence,
1918,1920,Latvian War of Independence\n,Latvia\nEstonia\nPoland\nUnited Kingdom\nFrance,Russian SFSR\nLatvian SSR,Russian Civil War,https://en.wikipedia.org/wiki/Latvian_War_of_Independence,
1918,1919,Lithuanian–Soviet War\n,Lithuania\nSaxon volunteers,Russian Soviet\nFederative Socialist Republic\nLithuanian-Belorussian\nSoviet Socialist Republic,Lithuanian Wars of\nIndependence,https://en.wikipedia.org/wiki/Lithuanian%E2%80%93Soviet_War,https://en.wikipedia.org/wiki/Lithuanian_Wars_of_Independence
,,nan,nan,nan,,,
1918,1919,Al-Khurma dispute\n,Emirate of Riyadh,Kingdom of Hejaz,Unification of Saudi\nArabia,https://en.wikipedia.org/wiki/Al-Khurma_dispute,https://en.wikipedia.org/wiki/Unification_of_Saudi_Arabia
1918,1921,War of the Insane,French Indochina,Hmong rebels,,https://en.wikipedia.org/wiki/War_of_the_Insane,
1918,1920,Revolt of the Ingrian Finns,Russian SFSR,North Ingria\nFinnish volunteers,,https://en.wikipedia.org/wiki/Revolt_of_the_Ingrian_Finns,
1918,1921,Franco-Turkish War\n,Turkish National Movement,France\nFrench Armenian Legion,Turkish War of\nIndependence,https://en.wikipedia.org/wiki/Franco-Turkish_War,https://en.wikipedia.org/wiki/Turkish_War_of_Independence
1919,1923,Second Yemeni–Asiri War[52],Idrisid Emirate of Asir\nSupported by:\nBritish Empire,Mutawakkilite Kingdom\nof Yemen,,https://en.wikipedia.org/wiki/Second_Yemeni%E2%80%93Asiri_War?action=edit&redlink=1,
1919,1919,Toli-Toli incident[6],Dutch Empire,Anti-Dutch forces,,https://en.wikipedia.org/wiki/Toli-Toli_incident?action=edit&redlink=1,
1919,1919,Garut incident[6],Dutch Empire,Anti-Dutch forces,,https://en.wikipedia.org/wiki/Garut_incident?action=edit&redlink=1,
1919,1919,Punjab Rebellion[68] (See:\nAmritsar Massacre)\n,British Empire,Rebels,instability on the\nNorth-West Frontier,https://en.wikipedia.org/wiki/Punjab_Rebellion?action=edit&redlink=1,https://en.wikipedia.org/wiki/Amritsar_Massacre
1919,1919,Black Sea mutiny,France,Mutineers,,https://en.wikipedia.org/wiki/Black_Sea_mutiny,
1919,1919,1919 Royalist uprising in\nNorthern Portugal,First Portuguese Republic,Monarchy of the North,,https://en.wikipedia.org/wiki/Monarchy_of_the_North,https://en.wikipedia.org/wiki/Monarchy_of_the_North
1919,1919,Christmas Uprising,Montenegrin Whites\nKingdom of Yugoslavia,Montenegrin Greens\nKingdom of Italy,,https://en.wikipedia.org/wiki/Christmas_Uprising,
1919,1919,Spartacist uprising\n,Interim government\nFreikorps,Communist Party of\nGermany\nSpartacus League\nIndependent Social\nDemocratic Party of\nGermany,German Revolution\nof 1918–19,https://en.wikipedia.org/wiki/Spartacist_uprising,https://en.wikipedia.org/wiki/German_Revolution_of_1918%E2%80%9319
1919,1919,Lithuanian War of Independence\n(War against the Bermontians)\n,Lithuania,West Russian Volunteer\nArmy,Lithuanian Wars of\nIndependence,https://en.wikipedia.org/wiki/Lithuanian_Wars_of_Independence#War_against_the_Bermontians,https://en.wikipedia.org/wiki/Lithuanian_Wars_of_Independence#War_against_the_Bermontians
1919,1919,Sejny Uprising,Polish Military Organization\n(PMO)\n41st Infantry Regiment,Lithuanian Sejny\nCommand\n1st Reserve Battalion,,https://en.wikipedia.org/wiki/Sejny_Uprising,
1919,1919,First Barzanji Revolt,British Empire,Kurdish Tribesmen,,https://en.wikipedia.org/wiki/Mahmud_Barzanji_revolts#1919_Kurdish_revolt,
1919,1919,Polish–Czechoslovak War\n,Czechoslovakia,Second Polish Republic,Polish–Czechoslovak\nborder conflicts,https://en.wikipedia.org/wiki/Polish%E2%80%93Czechoslovak_War,https://en.wikipedia.org/wiki/Polish%E2%80%93Czechoslovak_border_conflicts
1919,1919,Khotyn Uprising,Romania,Ukrainian rebels,,https://en.wikipedia.org/wiki/Khotyn_Uprising,
1919,1919,Hungarian–Romanian war of\n1919,Romania,First Hungarian Republic\n(until 21 March 1919)\nHungarian Soviet\nRepublic,,https://en.wikipedia.org/wiki/Hungarian%E2%80%93Romanian_war_of_1919,https://en.wikipedia.org/wiki/Hungarian%E2%80%93Romanian_war_of_1919
1919,"1922
(Armistice)",Turkish War of Independence,Turkish National Movement,Greece\nFrance\nArmenia (in 1920),,https://en.wikipedia.org/wiki/Turkish_War_of_Independence,
,"1923
(Treaty)",,Grand National Assembly\n(after 1920)\nKuva-yi Nizamiye\nKuva-yi Milliye (until 1920)\nSupported by:\nRussian SFSR,United Kingdom\nOttoman Empire (until\n1922)\nKuva-yi Inzibatiye (in 1920)\nItaly\nGeorgia (in 1921),,,
1919,1919,Third Anglo-Afghan War,Afghanistan,British Empire\nIndia,,https://en.wikipedia.org/wiki/Third_Anglo-Afghan_War,
1919,1920,Waziristan campaign (1919–\n1920),British Empire\nIndia,Waziristan,,https://en.wikipedia.org/wiki/Waziristan_campaign_(1919%E2%80%931920),https://en.wikipedia.org/wiki/Waziristan_campaign_(1919%E2%80%931920)
1919,1919,Impresa di Fiume,Forces loyal to Gabriele\nD'Annunzio,"American,\nBritish and French occupying\nforces",,https://en.wikipedia.org/wiki/Impresa_di_Fiume,
1919,1920,Italo-Yugoslav War,Kingdom of Italy\nFree State of Fiume,"Kingdom of Serbs,\nCroats and Slovenes",,https://en.wikipedia.org/wiki/Rijeka#The_%22Fiume_Question%22_and_the_Italian-Yugoslav_dispute,
1919,1919,First Honduran Civil War,Rebels,Honduras,,https://en.wikipedia.org/wiki/First_Honduran_Civil_War,
1919,1921,Polish–Soviet War,Republic of Poland\nUkrainian People's\nRepublic,Russian SFSR\nUkrainian SSR,,https://en.wikipedia.org/wiki/Polish%E2%80%93Soviet_War,
1919,1919,First Silesian Uprising\n,Weimar Republic,Silesian Rebels,Silesian Uprisings,https://en.wikipedia.org/wiki/Silesian_Uprisings,
1919,1919,Aunus expedition,Russian SFSR\nFinnish Red Guards,Finnish White Guards\nFinnish Jäger troops,,https://en.wikipedia.org/wiki/Aunus_expedition,
1919,1920,Alawite Revolt of 1919,France,Syrian insurgents,,https://en.wikipedia.org/wiki/Alawite_Revolt_of_1919,
1919,1921,Irish War of Independence,Irish Republic,United Kingdom,,https://en.wikipedia.org/wiki/Irish_War_of_Independence,
1919,1920,Kuwait–Najd War,Kuwait\nBritish Empire,Ikhwan\nBedouins,,https://en.wikipedia.org/wiki/Kuwait%E2%80%93Najd_War,
1919,1922,Greco-Turkish War (1919–1922)\n,Turkish National Movement\nSupported by:\nRussian SFSR,Kingdom of Greece\nSupported by:\nUnited Kingdom\nArmenian volunteers,Turkish War of\nIndependence,https://en.wikipedia.org/wiki/Greco-Turkish_War_(1919%E2%80%931922),
1919,1923,Revolts during the Turkish War\nof Independence,Turkish National Movement,Ottoman Empire\nKuva-yi Inzibatiye (in 1920)\nPontic rebels\nMilli tribe\nKoçgiri tribe\nRebels of Ethem the\nCircassian (1920–1921),,https://en.wikipedia.org/wiki/Revolts_during_the_Turkish_War_of_Independence,https://en.wikipedia.org/wiki/Revolts_during_the_Turkish_War_of_Independence
Start,Finish,Name of Conflict,Belligerents,nan,,,
,,nan,Victorious party (if\napplicable),Defeated party (if applicable),,,
1920,1920,Franco-Syrian War,France\nFrench Syria,Syrian rebels,,https://en.wikipedia.org/wiki/Franco-Syrian_War,
1920,1920,1920 uprising in Afghanistan[69],Afghanistan,Safi regiment,,https://en.wikipedia.org/wiki/1920_uprising_in_Afghanistan?action=edit&redlink=1,
1920,1920,Misurata-Warfala War[70],Warfallan tribesmen,Tripolitanian Republic,,https://en.wikipedia.org/wiki/Misurata-Warfala_War?action=edit&redlink=1,
1920,1920,Husino rebellion,"Kingdom of Serbs, Croats\nand Slovenes",Bosnian miners,,https://en.wikipedia.org/wiki/Husino_rebellion,
1920,1920,1920 Iraqi Revolt,British Empire,Iraqi rebels,,https://en.wikipedia.org/wiki/Iraqi_revolt_against_the_British,
1920,1920,Vlora War,Principality of Albania,Kingdom of Italy,,https://en.wikipedia.org/wiki/Vlora_War,
1920,1922,1920–1922 Jabal al-Gharbi civil\nwar,Tribal fighters,Tribal fighters,,https://en.wikipedia.org/wiki/1920%E2%80%931922_Jabal_al-Gharbi_civil_war,https://en.wikipedia.org/wiki/1920%E2%80%931922_Jabal_al-Gharbi_civil_war
1920,1920,Polish–Lithuanian War\n,Poland,Lithuania,Lithuanian Wars of\nIndependence,https://en.wikipedia.org/wiki/Polish%E2%80%93Lithuanian_War,https://en.wikipedia.org/wiki/Lithuanian_Wars_of_Independence
1920,1920,Kapp Putsch,Weimar Republic,Far-right Freikorps,,https://en.wikipedia.org/wiki/Kapp_Putsch,
1920,1920,Ruhr Uprising,Weimar Republic\nFreikorps,Red Ruhr Army,,https://en.wikipedia.org/wiki/Ruhr_Uprising,
1920,1920,Second Silesian Uprising\n,Weimar Republic,German civil government and\npolice of Upper Silesia,Silesian Uprisings,https://en.wikipedia.org/wiki/Silesian_Uprisings,
1920,1920,1920 Georgian coup attempt,Democratic Republic of\nGeorgia,Georgian Bolsheviks,,https://en.wikipedia.org/wiki/1920_Georgian_coup_attempt,
1920,1920,May Uprising,First Republic of Armenia\nArmenian Revolutionary\nFederation,Armenian Bolsheviks\nMuslims of Armenia,,https://en.wikipedia.org/wiki/May_Uprising,
1920,1920,Turkish–Armenian War\n,Turkish National\nMovement\nRussian SFSR,First Republic of Armenia,Turkish War of\nIndependence,https://en.wikipedia.org/wiki/Turkish%E2%80%93Armenian_War,
1920,1920,Zhili–Anhui War\n,Zhili clique\nFengtian clique,Anhui clique,Warlord Era,https://en.wikipedia.org/wiki/Zhili%E2%80%93Anhui_War,https://en.wikipedia.org/wiki/Warlord_Era
1920,1920,Second Pechenga expedition,Russian SFSR\nFinnish Red Guards\nMurmansk Legion,Finnish volunteers,,https://en.wikipedia.org/wiki/Pechenga_expeditions,
1920,1921,Guangdong–Guangxi War\n,Old Guangxi clique,Chinese Revolutionary Party,Warlord Era,https://en.wikipedia.org/wiki/Guangdong%E2%80%93Guangxi_War,https://en.wikipedia.org/wiki/Warlord_Era
1920,1920,Qing dynasty Restorationists in\nDingxi[71],Beiyang government,Qing Restorationists,,https://en.wikipedia.org/wiki/Qing,https://en.wikipedia.org/wiki/Dingxi
1920,1921,Dagestan Uprising\n,Russian SFSR,Dagestani rebels,Russian Civil War,https://en.wikipedia.org/wiki/Dagestan_Uprising,
1920,1926,Rif War,France\nSpain,Rif Republic,,https://en.wikipedia.org/wiki/Rif_War,
,,nan,nan,nan,,,
1920,1920,Invasion of Upper Asir,Sultanate of Nejd\nIdrisid Emirate of Asir,Sheikdom of Upper Asir,,https://en.wikipedia.org/wiki/Sheikdom_of_Upper_Asir#Saudi_invasion_and_collapse_(21_July_1920),
1921,1921,1921 Khorosan rebellion[72],Iran,Autonomous Government of\nKhorasan,,https://en.wikipedia.org/wiki/1921_Khorosan_rebellion?action=edit&redlink=1,
1921,1921,Kurdish uprising of Autumn\n1921[49],Turkey,Anti-Kemalist Kurdish rebels,,https://en.wikipedia.org/wiki/Kurdish_uprising_of_Autumn_1921?action=edit&redlink=1,https://en.wikipedia.org/wiki/Kurdish_uprising_of_Autumn_1921?action=edit&redlink=1
1921,1921,Waziristan campaign (1921–\n1924),British Empire\nIndia,Waziristan,,https://en.wikipedia.org/wiki/Waziristan_campaign_(1921%E2%80%931924),https://en.wikipedia.org/wiki/Waziristan_campaign_(1921%E2%80%931924)
1921,1921,Anti-fascist uprising in Albona,Kingdom of Italy,Albona Republic,,https://en.wikipedia.org/wiki/Albona_Republic#History,
1921,1921,Red Army invasion of Georgia\n,Russian SFSR\nTurkey,Democratic Republic of\nGeorgia,Russian Civil War,https://en.wikipedia.org/wiki/Red_Army_invasion_of_Georgia,
1921,1921,Kronstadt rebellion\n,Russian SFSR,Anarchist sailors,Russian Civil War,https://en.wikipedia.org/wiki/Kronstadt_rebellion,
1921,1921,February Uprising\n,Revolutionary committee\n(Revkom) of Armenia,Armenian Revolutionary\nFederation,Russian Civil War,https://en.wikipedia.org/wiki/February_Uprising,
1921,1921,Coto War,Costa Rica,Panama,,https://en.wikipedia.org/wiki/Coto_War,
1921,1921,Battle of Mountainous Armenia\n,Armenia,Russian SFSR\nTurkey\nAzerbaijan SSR,Russian Civil War,https://en.wikipedia.org/wiki/Republic_of_Mountainous_Armenia,
1921,1921,March Action,Weimar Republic,Communist Party of Germany\nCommunist Workers' Party of\nGermany,,https://en.wikipedia.org/wiki/March_Action,
1921,1921,Third Silesian Uprising\n,Weimar Republic,Silesian rebels\nPoland,Silesian Uprisings,https://en.wikipedia.org/wiki/Silesian_Uprisings,
1921,1921,Mongolian Revolution of 1921\nPart of Russian Civil War,Mongolian Communists\nRussian SFSR,Bogd Khaanate\nWhite Movement,,https://en.wikipedia.org/wiki/Mongolian_Revolution_of_1921,
1921,1921,Charles I of Austria's attempts\nto retake the throne of Hungary,Regentists,Loyalists,,https://en.wikipedia.org/wiki/Charles_I_of_Austria's_attempts_to_retake_the_throne_of_Hungary,https://en.wikipedia.org/wiki/Charles_I_of_Austria's_attempts_to_retake_the_throne_of_Hungary
1921,1921,Uprising in West Hungary,Austria\nHungary,Rongyos Gárda\nLajtabánság\nBosnian and Albanian Muslim\nvolunteers,,https://en.wikipedia.org/wiki/Uprising_in_West_Hungary,
1921,1921,Malabar rebellion,British Empire,Khilafat Movement,,https://en.wikipedia.org/wiki/Malabar_rebellion,
1921,1921,1921 Persian coup d'etat,Persian Cossack Brigade,Iranian Qajar police\nJangalis\nSimko Kurdish rebels\nColonel Pesian's forces\nsupported by:\nSoviet Union,,https://en.wikipedia.org/wiki/1921_Persian_coup_d'etat,
1921,1921,Conquest of Ha'il,Sultanate of Nejd,Emirate of Ha'il,,https://en.wikipedia.org/wiki/Conquest_of_Ha'il,
1921,1922,East Karelian Uprising and\nSoviet–Finnish conflict 1921–22\nPart of Russian Civil War,Russian SFSR,Finnish and East Karelian rebels,,https://en.wikipedia.org/wiki/East_Karelian_Uprising_and_Soviet%E2%80%93Finnish_conflict_1921%E2%80%9322,https://en.wikipedia.org/wiki/East_Karelian_Uprising_and_Soviet%E2%80%93Finnish_conflict_1921%E2%80%9322
1921,1922,Rand Rebellion,Union of South Africa,Miners\nSouth African Communist\nParty\nSyndicalists,,https://en.wikipedia.org/wiki/Rand_Rebellion,
1921,1923,Kura Rebellion,United Kingdom\nEmir Abdullah,Sheikh Kulaib,,https://en.wikipedia.org/wiki/Kura_Rebellion,
1921,1921,Ikhwan attack on Najran[73],Ikhwan,Principality of Najran,,https://en.wikipedia.org/wiki/Ikhwan_attack_on_Najran?action=edit&redlink=1,
1922,1922,18 of the Copacabana Fort\nrevolt,First Brazilian Republic,Tenentista movement,,https://en.wikipedia.org/wiki/18_of_the_Copacabana_Fort_revolt,https://en.wikipedia.org/wiki/18_of_the_Copacabana_Fort_revolt
1922,1922,1922 bombardment of\nYemen[74],British Empire\nBritish RAF,Mutawakkilite Kingdom of\nYemen,,https://en.wikipedia.org/wiki/1922_bombardment_of_Yemen?action=edit&redlink=1,https://en.wikipedia.org/wiki/1922_bombardment_of_Yemen?action=edit&redlink=1
1922,1924,Ikhwan raids on Transjordan,British RAF\nPro-Hashemite\ntribesmen:[75]\nAdwan\nAjarma\nAbbad\nBani Hasan\nBani Hamaida\nBani Sakhr\nHadid,Ikhwan ('Utaybah tribe),,https://en.wikipedia.org/wiki/Ikhwan_raids_on_Transjordan,
1922,1922,Bondelswarts Rebellion,Union of South Africa\nSouth West Africa,Bondelswarts,,https://en.wikipedia.org/wiki/Bondelswarts_Rebellion,
1922,1922,San rebellion[8],Union of South Africa,San rebels,,https://en.wikipedia.org/wiki/San_rebellion?action=edit&redlink=1,
1922,1922,1922 Uukwambi revolt[8],Union of South Africa,Uukwambi rebels,,https://en.wikipedia.org/wiki/1922_Uukwambi_revolt?action=edit&redlink=1,
1922,1922,First Zhili–Fengtian War\n,Zhili clique,Fengtian clique,Warlord Era,https://en.wikipedia.org/wiki/First_Zhili%E2%80%93Fengtian_War,https://en.wikipedia.org/wiki/Warlord_Era
1922,1924,Rampa Rebellion of 1922,British Empire\nBritish Raj,Rebel forces loyal to Alluri\nSitarama Raju,,https://en.wikipedia.org/wiki/Rampa_Rebellion_of_1922,
1922,1922,11 September 1922 Revolution,Venizelist rebels,Kingdom of Greece,,https://en.wikipedia.org/wiki/11_September_1922_Revolution,
1922,1923,Irish Civil War,Pro-treaty forces,Anti-treaty forces,,https://en.wikipedia.org/wiki/Irish_Civil_War,
1922,1923,Paraguayan Civil War (1922–\n1923),Gondrists,Schaererists,,https://en.wikipedia.org/wiki/Paraguayan_Civil_War_(1922%E2%80%931923),https://en.wikipedia.org/wiki/Paraguayan_Civil_War_(1922%E2%80%931923)
1922,1924,Sheikh Khazal rebellion\n,Sublime State of Persia,Sheikhdom of Mohammerah\nBakhtiari Tribesmen,Arab\nseparatism in Khuzestan,https://en.wikipedia.org/wiki/Sheikh_Khazal_rebellion,https://en.wikipedia.org/wiki/Arab_separatism_in_Khuzestan
1922,1924,Second Barzanji Revolt,British Empire\nKingdom of Iraq (British\nadministration),Kingdom of Kurdistan,,https://en.wikipedia.org/wiki/Mahmud_Barzanji_revolts#1922_Kurdish_revolt,
1922,1927,Tenente revolts,First Brazilian Republic,Tenentismo\nBrazilian Communist Party,,https://en.wikipedia.org/wiki/Tenente_revolts,
1923,1941,Aden Protectorate\nInsurgency[74],British Empire\nAden Protectorate,Rebel tribes:\nMakhdumi\nMansuri\nHukais\nSubayhi\nAhl Ma'ir\nQutaybi\nMawsata\nShayri\nAhl Haydara\nHamumi,,https://en.wikipedia.org/wiki/Aden_Protectorate_Insurgency?action=edit&redlink=1,https://en.wikipedia.org/wiki/Aden_Protectorate_Insurgency?action=edit&redlink=1
1923,1923,Alizai rebellion of 1923,Emirate of Afghanistan,Alizai,,https://en.wikipedia.org/wiki/Alizai_rebellion_of_1923,
1923,1923,Corfu incident,Kingdom of Italy,Kingdom of Greece,,https://en.wikipedia.org/wiki/Corfu_incident,
1923,1923,De la Huerta Rebellion[76][77],Mexican government,Forces loyal to Adolfo de la Huerta,,https://en.wikipedia.org/wiki/De_la_Huerta_Rebellion?action=edit&redlink=1,
1923,1923,June Uprising,Bulgaria\nIMRO\nShpitskomandi,Bulgarian Communist Party\nBulgarian Agrarian National Union\nAnarchists,,https://en.wikipedia.org/wiki/Bulgarian_coup_d'%C3%A9tat_of_1923,
1923,1923,Leonardopoulos–Gargalidis\ncoup d'état attempt,Kingdom of Greece,Monarchist rebels,,https://en.wikipedia.org/wiki/Leonardopoulos%E2%80%93Gargalidis_coup_d'%C3%A9tat_attempt,https://en.wikipedia.org/wiki/Leonardopoulos%E2%80%93Gargalidis_coup_d'%C3%A9tat_attempt
1923,1923,Adwan Rebellion,United Kingdom\nEmir Abdullah's forces\nHashemite allied\ntribesmen,Sultan al-Adwan's forces,,https://en.wikipedia.org/wiki/Adwan_Rebellion,
1923,1923,Posey War,United States,Ute\nPaiute,,https://en.wikipedia.org/wiki/Posey_War,
